id|creationDate|locationIP|browserUsed|content|length|creator|place|replyOfPost|replyOfComment
42949679138|2011-01-02T09:58:06.195+0000|85.154.97.161|Internet Explorer|good|4|2199023255633|33|42949679069|
42949679139|2011-01-03T05:15:47.486+0000|31.210.128.127|Internet Explorer|About Boris Yeltsin,. About Fiji, of th. About Love Minus Zer. About Solomon Islan.|83|2199023255633|107|42949679069|
42949679140|2011-01-02T15:15:51.425+0000|200.0.16.248|Internet Explorer|maybe|5|2199023255633|71|42949679069|
42949679141|2011-01-03T05:16:09.171+0000|80.95.87.202|Internet Explorer|About Bob Dylan, on C. About Michael Jackson. About Fiji, Urban Dev. About Love Minus Z.|88|2199023255633|79||42949679139
42949679142|2011-01-03T05:34:38.851+0000|31.3.6.215|Internet Explorer|About Ulysses S. About Fiji, The. About Ghana, to. About Love Minu. About Sol.|78|2199023255633|105||42949679139
42949679143|2011-01-03T08:43:22.352+0000|95.92.101.194|Internet Explorer|About Boris Yeltsin, that he was offered $5 m. About Peter Gabriel, went on to a successful . About Robert Redford, (1975), All the Pres.|137|2199023255633|93||42949679139
42949679144|2011-01-02T10:05:09.176+0000|112.78.14.200|Internet Explorer|About Boris Yel. About Neil Gaim. About H. P. Lov. About Love Minu. About Ho.|77|2199023255633|58|42949679069|
42949679145|2011-01-03T02:20:41.407+0000|41.188.89.125|Internet Explorer|right|5|2199023255633|25|42949679069|
42949679146|2011-01-03T18:34:30.073+0000|203.81.104.93|Internet Explorer|yes|3|2199023255633|100||42949679143
60129548331|2011-06-07T06:34:30.206+0000|189.241.128.207|Chrome|I see|5|6597069766688|53|60129548254|
60129548332|2011-06-07T18:01:20.150+0000|27.61.38.52|Internet Explorer|About Desi. About Mary. About Shir. About Jay-. About Port. About Czec. Abou.|77|2199023255633|0|60129548254|
60129548333|2011-06-07T02:21:12.757+0000|146.155.70.52|Firefox|great|5|5497558138908|69|60129548254|
60129548334|2011-06-07T18:03:40.378+0000|62.113.18.188|Chrome|About Arn. About Des. About Van. About Mar. About Ste. About Dre. About Por. Abou.|82|6597069766688|6||60129548332
42949679151|2011-01-02T04:34:48.083+0000|49.128.1.64|Internet Explorer|About Ezra Pound, thr. About Hitler Bad, Van. About Tajikistan, It . About Instant Karm.|88|2199023255633|62|42949679071|
42949679152|2011-01-02T17:39:16.135+0000|91.211.200.32|Internet Explorer|About Christ. About Titian. About Cyndi . About Tacitu. About Khanat. Abou.|75|2199023255633|86|42949679071|
42949679153|2011-01-02T07:21:47.725+0000|186.1.12.81|Internet Explorer|About Robert Pla. About Isaac Asim. About Hitler Bad. About Tajikistan. About Ins.|82|2199023255633|30||42949679151
42949679154|2011-01-02T03:02:32.011+0000|62.182.16.182|Internet Explorer|fine|4|2199023255633|95|42949679071|
42949679155|2011-01-02T18:23:37.506+0000|103.246.89.59|Internet Explorer|About Christ. About Titian. About Kurt V. About Duchy . About Duchy . About .|77|2199023255633|85||42949679152
42949679156|2011-01-01T23:50:21.253+0000|46.162.121.49|Internet Explorer|I see|5|2199023255633|101|42949679071|
42949679157|2011-01-03T02:42:13.671+0000|161.190.41.33|Internet Explorer|About Cliff Ri. About Anne, Qu. About Kurt Von. About Randy Ne. About Duchy of. About K.|88|2199023255633|61||42949679155
42949679158|2011-01-03T04:05:49.127+0000|197.255.176.119|Internet Explorer|About Friedr. About Titian. About Alfred. About Johnny. About Cyndi . About.|76|2199023255633|73||42949679152
42949679159|2011-01-02T07:27:01.177+0000|91.223.201.113|Internet Explorer|ok|2|2199023255633|86|42949679071|
42949679160|2011-01-02T07:27:50.950+0000|91.213.147.187|Internet Explorer|roflol|6|2199023255633|43||42949679151
42949679161|2011-01-03T16:52:34.923+0000|197.224.228.206|Internet Explorer|About Cl. About An. About Dr. About Ku. About Ra. About Cu. About Do. About Du..|80|2199023255633|26||42949679157
42949679162|2011-01-02T07:29:32.232+0000|58.65.246.143|Internet Explorer|yes|3|2199023255633|51||42949679151
42949679163|2011-01-02T18:46:20.150+0000|200.85.128.180|Internet Explorer|About Jim Ca. About Robert. About Ralph . About Ch-Che. About Hitler. About Tajiki. About.|90|2199023255633|5||42949679153
42949679164|2011-01-03T06:04:26.506+0000|41.204.30.234|Internet Explorer|ok|2|2199023255633|44||42949679153
68719482941|2011-06-08T04:24:26.571+0000|1.69.119.72|Chrome|About Benito Mussolini, the UK, on the assum. About Duchy of Pomerania, 1164 to 1181, of.|89|5497558138966|1|68719482848|
68719482942|2011-06-08T11:53:28.228+0000|190.107.151.58|Internet Explorer|thanks|6|2199023255633|15||68719482941
68719482943|2011-06-08T13:14:36.454+0000|64.39.161.201|Firefox|About Benito Mussolini, headed the Ita. About F. Scott Fitzgerald, writers of.|78|5497558138908|66|68719482848|
68719482944|2011-06-08T15:30:53.890+0000|27.54.120.234|Internet Explorer|right|5|2199023255633|54||68719482941
68719482945|2011-06-08T10:44:47.216+0000|187.177.192.185|Chrome|About Walter Scott, of his works remain classics of both English-language literature.|85|5497558138966|53||68719482941
68719482946|2011-06-08T13:24:55.899+0000|89.17.17.159|Firefox|About F. Scott Fitzgerald, and Damned, Tend. About Greece, Greece, generally considered.|88|5497558138908|9||68719482943
68719482947|2011-06-08T22:37:27.010+0000|46.23.80.68|Chrome|great|5|6597069766688|89||68719482945
128849025150|2012-09-06T01:19:00.328+0000|201.222.121.74|Opera|About Leonardo da Vinci, Verrocchio. Much of his earlier working life was spent in the service of Ludovico il Moro in Milan. He later worked in R.|146|5497558138940|5|128849025148|
128849025151|2012-09-06T01:27:35.864+0000|2.78.233.81|Chrome|thanks|6|13194139533352|82||128849025150
128849025152|2012-09-06T05:39:22.260+0000|212.158.176.229|Internet Explorer|About Van Morrison, the Man to his fans, Morrison started his professional career w.|84|3298534883350|38||128849025150
128849025153|2012-09-06T15:22:48.510+0000|62.13.35.159|Opera|About Pope Pius IX, granted the Marian title of Our Mother of Perpetual Hel.|76|5497558138940|101|128849025148|
128849025154|2012-09-06T17:20:48.537+0000|192.100.158.237|Chrome|right|5|13194139533352|53||128849025153
128849025155|2012-09-06T06:36:27.348+0000|203.174.27.216|Opera|About Laid, John Guldberg and Tim Stahl in 1979. They are best known for the hits Suns.|87|5497558138940|59||128849025152
128849025156|2012-09-06T17:24:45.127+0000|46.35.136.159|Chrome|thanks|6|13194139533352|6||128849025152
128849025157|2012-09-07T04:33:18.061+0000|31.22.6.158|Internet Explorer|About Pope Pius IX, and were incorporated int. About George Gershwin, a brain tumor. Gersh.|91|7696581394433|107||128849025153
128849025158|2012-09-07T13:36:05.284+0000|46.255.167.158|Chrome|LOL|3|13194139533352|77||128849025153
111669155975|2012-06-09T10:43:25.899+0000|77.245.146.234|Firefox|thanks|6|5497558138908|105|111669155965|
111669155976|2012-06-08T15:48:49.989+0000|46.214.88.156|Chrome|ok|2|3298534883405|95|111669155965|
111669155977|2012-06-08T17:25:54.551+0000|31.221.98.238|Chrome|About Lu. About Im. About Ch. About Da. About Fr. About Du. About Dw. About Be..|80|13194139533352|107|111669155965|
111669155978|2012-06-09T14:54:09.499+0000|31.193.103.211|Internet Explorer|About Imel. About Benj. About 50 C. About Hank. About The . About Latv. About Sa.|81|7696581394433|92||111669155977
120259090579|2012-07-27T00:33:12.958+0000|109.200.171.163|Chrome|yes|3|3298534883405|109|120259090571|
120259090580|2012-07-27T09:56:22.352+0000|31.31.180.252|Firefox|About Bryan Adams, On 13. About Freddie Mercury, o. About Bill Clinton, to.|75|8796093022217|109|120259090571|
120259090581|2012-07-27T22:19:31.231+0000|197.254.117.237|Chrome|LOL|3|10995116277826|83||120259090580
120259090582|2012-07-27T16:44:34.311+0000|24.39.182.87|Chrome|no|2|9895604650000|57||120259090580
120259090583|2012-07-27T08:49:17.252+0000|80.248.165.95|Firefox|About She Blinded Me with Science, a one-hit wonder in the United States on the basis of t.|91|7696581394474|14|120259090571|
120259090584|2012-07-27T19:41:02.695+0000|163.10.86.181|Chrome|great|5|9895604650000|61|120259090571|
120259090585|2012-07-27T10:02:36.373+0000|80.208.97.221|Chrome|About Freddie Mercu. About Bill Clinton,. About Opposites Att. About Hot n C.|77|9895604650000|10||120259090580
120259090586|2012-07-27T00:38:59.080+0000|41.138.47.0|Chrome|no way!|7|7696581394520|90|120259090571|
120259090587|2012-07-27T20:08:11.868+0000|41.79.53.195|Firefox|ok|2|8796093022217|28||120259090580
120259090588|2012-07-27T20:58:37.914+0000|46.182.51.16|Firefox|Rudyard Kipling's Work. About Bill Clinton, successf. About John Legend, Hall of F. Ab.|87|8796093022217|63||120259090580
120259090589|2012-07-27T10:39:53.569+0000|121.79.254.197|Chrome|yes|3|9895604650000|29||120259090580
120259090590|2012-07-27T23:02:47.543+0000|91.190.47.165|Chrome|LOL|3|7696581394520|20|120259090571|
120259090591|2012-07-27T00:31:17.443+0000|46.20.196.195|Chrome|fine|4|3298534883405|46|120259090571|
120259090592|2012-07-27T23:38:24.652+0000|195.158.108.72|Chrome|About Bruce Willis, Emmy Award–winning, Golden Globe Award–winning and four-ti.|79|7696581394520|24||120259090583
120259090593|2012-07-27T12:18:22.853+0000|175.110.238.57|Chrome|About Freddie Mercury, So. About Geoffrey Chaucer, A. About Nada Sōsō, thro.|76|3298534883405|54||120259090580
120259090594|2012-07-28T05:34:31.976+0000|121.123.160.184|Chrome|roflol|6|7696581394520|85||120259090592
120259090595|2012-07-27T09:06:48.288+0000|31.24.86.30|Chrome|About Steven Spielberg, began addressing such issues as the Holocaust, sl. About She Blinded Me with Science, by Science and the second edition of .|148|2199023255628|107||120259090583
120259090596|2012-07-27T10:22:01.874+0000|41.220.144.245|Firefox|About Bryan Adams. About Shakira, Br. About Freddie Mer. About Bill Clinto. About Jagge.|88|7696581394474|60||120259090580
60129548453|2011-05-01T05:26:28.205+0000|85.132.100.248|Chrome|no|2|2199023255628|4|60129548428|
60129548454|2011-04-30T21:51:28.127+0000|41.252.170.204|Chrome|ok|2|2199023255628|22|60129548428|
60129548455|2011-05-01T00:40:44.873+0000|116.68.178.168|Chrome|thx|3|3298534883405|55|60129548428|
60129548456|2011-05-01T00:04:09.325+0000|194.247.52.207|Chrome|About Bryan Adams, inducted into the Ho. About Hope Is Important, is just as we.|80|3298534883405|86|60129548428|
60129548457|2011-05-01T01:30:02.974+0000|200.14.11.182|Chrome|About Bryan Adams, Adams wa. About Hope Is Important, an. About Thing-Fish, produci.|84|3298534883405|108||60129548456
60129548458|2011-05-01T11:31:55.882+0000|190.92.40.61|Chrome|About The Lost Tapes, selling over 70,000 copies in its first week. Upon its release, The Lost Tapes received general acclaim from music .|138|2199023255628|15|60129548428|
60129548459|2011-05-01T09:26:01.852+0000|200.58.241.229|Chrome|About Bono, commercia. About Britney Spears,. About Hope Is Importa. About Thing-Fish,.|87|3298534883405|11||60129548457
60129548460|2011-05-01T02:17:46.423+0000|202.86.17.18|Chrome|no|2|2199023255628|59|60129548428|
60129548461|2011-05-01T02:35:40.382+0000|202.123.3.176|Chrome|cool|4|2199023255628|26||60129548456
60129548462|2011-05-01T04:05:00.712+0000|217.8.38.141|Chrome|right|5|3298534883405|46||60129548456
85899352239|2011-11-17T18:10:05.515+0000|79.173.210.250|Firefox|About Fi. About Fr. About Sa. About Mu. About Ph. About Pe. About Ma. About Ma. About.|86|7696581394474|18|85899352205|
85899352240|2011-11-17T13:06:07.979+0000|41.223.230.229|Internet Explorer|About Fidel C. About Salman . About Very Pr. About Netherl. About Sudan, . About Sp.|84|7696581394520|102|85899352205|
85899352241|2011-11-17T18:12:42.586+0000|88.207.110.186|Chrome|About Franci. About Salman. About Benito. About Muamma. About Rembra. About Nicola. About Philip. About Beyonc. About Marlon. About Sammy . About Mariah. About Sud.|164|2199023255628|9||85899352239
85899352242|2011-11-17T22:17:25.039+0000|141.0.0.91|Firefox|About F. About S. About A. About P. About P. About C. About P. About M. About N. About .|88|8796093022217|18||85899352239
85899352243|2011-11-17T07:41:16.569+0000|41.102.102.65|Chrome|fine|4|7696581394520|60|85899352205|
85899352244|2011-11-17T18:30:28.406+0000|103.1.235.117|Chrome|cool|4|2199023255628|19||85899352241
85899352245|2011-11-17T18:13:00.230+0000|41.208.120.131|Firefox|About Franc. About Salma. About Dante. About Phili. About Peter. About Howar. About Bertr. About Maria. About Argen. About Pruss. About Sudan. .|144|7696581394474|22||85899352239
85899352246|2011-11-17T20:24:44.159+0000|31.10.123.247|Chrome|thx|3|7696581394520|56||85899352240
85899352247|2011-11-06T19:36:55.418+0000|202.61.0.66|Firefox|About J. About J. About V. About D. About E. About R. About J. About N. Abo.|76|8796093022217|35|85899352206|
85899352248|2011-11-06T20:13:45.074+0000|190.108.82.216|Chrome|I see|5|9895604650000|91||85899352247
85899352249|2011-11-07T13:48:04.812+0000|31.169.177.136|Firefox|About Vl. About El. About El. About Ro. About Fr. About Bu. About My. About.|76|7696581394474|72||85899352247
85899352250|2011-11-07T03:41:52.707+0000|80.62.230.115|Chrome|thx|3|9895604650000|10|85899352206|
85899352251|2011-11-06T19:50:37.871+0000|196.1.132.59|Firefox|I see|5|8796093022217|83|85899352206|
85899352252|2011-11-17T04:29:43.599+0000|82.151.132.148|Chrome|no way!|7|9895604650000|105|85899352207|
85899352253|2011-11-16T11:27:19.587+0000|200.46.200.214|Chrome|cool|4|9895604650000|34|85899352207|
85899352254|2011-11-17T11:18:56.290+0000|203.81.67.219|Chrome|good|4|3298534883405|65|85899352207|
85899352255|2011-11-17T04:40:39.255+0000|193.194.1.21|Chrome|fine|4|10995116277826|87|85899352207|
85899352256|2011-11-17T06:07:35.932+0000|61.91.15.36|Chrome|yes|3|3298534883405|103|85899352207|
85899352257|2011-11-17T09:09:32.285+0000|203.143.50.165|Firefox|good|4|8796093022217|100|85899352207|
85899352258|2011-11-16T11:57:45.874+0000|41.221.241.79|Chrome|About Neil Gaiman, series The Sandman . About Philippines, officially known .|77|9895604650000|2|85899352207|
85899352259|2011-11-16T13:46:47.068+0000|85.91.31.153|Chrome|About Chiang Kai-sh. About Pope John Pau. About Condoleezza R. About Nelly, Goo.|80|9895604650000|37|85899352207|
85899352260|2011-11-16T22:21:48.639+0000|89.107.96.110|Firefox|About Philippines, stronger affinity for. About Indonesia, dominant—ethnic group.|81|8796093022217|82||85899352258
85899352261|2011-11-17T08:18:57.685+0000|77.237.90.166|Chrome|duh|3|9895604650000|80|85899352207|
85899352262|2011-11-17T01:02:31.248+0000|109.74.69.18|Firefox|great|5|8796093022217|46||85899352260
85899352263|2011-11-17T02:20:24.859+0000|213.55.64.187|Chrome|great|5|7696581394520|76||85899352259
85899352264|2011-11-17T00:50:35.318+0000|200.108.214.129|Chrome|great|5|9895604650000|47||85899352260
85899352265|2011-11-17T06:15:31.114+0000|31.128.189.237|Firefox|great|5|7696581394474|72||85899352260
85899352266|2011-11-16T23:09:50.568+0000|1.32.246.42|Chrome|good|4|10995116277826|16|85899352207|
85899352267|2011-11-16T06:31:04.437+0000|39.210.178.140|Chrome|thx|3|10995116277826|51|85899352208|
85899352268|2011-11-16T07:23:41.898+0000|58.65.183.110|Firefox|roflol|6|8796093022217|54|85899352208|
85899352269|2011-11-16T08:08:50.735+0000|31.43.73.85|Firefox|cool|4|7696581394474|72|85899352208|
85899352270|2011-11-16T06:58:57.770+0000|186.12.70.16|Firefox|About Paul Martin,. About Napoleon, Fr. About Jean-Paul Sa. About Augustus.|75|7696581394474|61|85899352208|
85899352271|2011-11-16T13:32:06.988+0000|202.137.130.138|Chrome|maybe|5|7696581394520|19|85899352208|
111669156048|2012-05-04T23:17:59.150+0000|101.99.52.25|Chrome|About Socrates, A. About Edmund Alle. About Fred Astair. About In My House. About Ing.|86|10995116277826|58|111669155985|
111669156049|2012-05-05T01:43:39.485+0000|49.247.159.160|Chrome|About Edmund Allenb. About Pharrell Will. About Aaron Copland. About In My H.|77|7696581394520|98|111669155985|
111669156050|2012-05-04T23:18:09.225+0000|110.50.147.25|Chrome|duh|3|7696581394520|94||111669156048
111669156051|2012-05-05T03:11:52.463+0000|202.165.203.9|Chrome|I see|5|2199023255628|35||111669156048
111669156052|2012-05-05T03:09:12.742+0000|213.179.171.11|Chrome|roflol|6|9895604650000|60||111669156049
111669156053|2012-05-04T23:35:57.931+0000|196.46.73.161|Chrome|good|4|7696581394520|2|111669155985|
111669156054|2012-05-05T01:57:13.888+0000|177.93.57.249|Firefox|roflol|6|8796093022217|49||111669156048
111669156055|2012-05-04T19:07:15.633+0000|41.223.76.182|Chrome|yes|3|9895604650000|26|111669155985|
111669156056|2012-05-04T21:55:25.896+0000|196.45.162.7|Chrome|thx|3|3298534883405|2|111669155985|
111669156057|2012-05-05T15:28:53.068+0000|196.223.2.79|Chrome|yes|3|3298534883405|110||111669156049
111669156058|2012-05-05T20:20:47.247+0000|101.100.215.134|Firefox|About Henri Matisse, for h. About Aldous Huxley, film . About Emmylou Harris, a.|80|7696581394474|29||111669156048
111669156059|2012-05-05T01:53:07.047+0000|200.62.93.97|Firefox|About Margaret That. About Edmund Allenb. About Weird Al Yank. About In My Hou.|79|8796093022217|30||111669156049
111669156060|2012-05-06T03:18:10.128+0000|186.143.174.16|Chrome|About Henri Matisse, . About Richard II of E. About Emmylou Harris,. About You Are th.|86|10995116277826|61||111669156058
111669156061|2012-05-05T03:55:42.530+0000|80.220.251.230|Chrome|About Johann Seb. About Pharrell W. About Aaron Copl. About In My Hous. About El.|81|10995116277826|14||111669156049
111669156062|2012-05-05T11:46:43.817+0000|41.190.237.84|Firefox|About Friedrich Schiller, on Xenien, a collection of short . About James Brown, Day 2006 from heart failure after becomi. About In My House, inappropriate content for children. .|178|7696581394474|84|111669155985|
94489286879|2012-02-05T18:32:35.820+0000|31.133.23.203|Firefox|duh|3|8796093022217|92|94489286802|
94489286880|2012-02-05T13:31:26.463+0000|114.134.29.221|Chrome|great|5|10995116277826|35|94489286802|
94489286881|2012-02-06T05:50:19.184+0000|46.18.35.1|Chrome|About Arnold Schw. About Franz Kafka. About Martin Luth. About Howard Ster. About Saint .|89|10995116277826|64|94489286802|
94489286882|2012-02-05T06:31:47.291+0000|190.52.50.23|Chrome|About Sigmund Freud. About Camille Saint. About Alexandre Dum. About Holiday in.|80|7696581394520|5|94489286802|
94489286883|2012-02-06T15:11:42.944+0000|49.50.23.117|Chrome|About Franz Kaf. About Karl Marx. About George Or. About Martin Lu. About Sammy Dav. About.|91|9895604650000|98||94489286881
94489286884|2012-02-05T20:04:38.600+0000|201.190.55.109|Chrome|ok|2|10995116277826|15|94489286802|
94489286885|2012-02-06T22:04:47.531+0000|196.1.143.252|Chrome|thanks|6|9895604650000|74||94489286881
94489286886|2012-02-06T18:34:12.957+0000|196.28.7.16|Chrome|thx|3|3298534883405|44||94489286883
42949679368|2011-01-10T00:09:42.543+0000|41.223.188.148|Chrome|right|5|4398046511186|73|42949679335|
42949679369|2011-01-09T23:49:00.554+0000|186.74.70.132|Internet Explorer|About Croatia, the summer, with Croatia ranked the 18th most popular tourist destinat.|86|3298534883350|34|42949679335|
42949679370|2011-01-10T07:28:37.796+0000|41.77.81.159|Internet Explorer|great|5|3298534883331|68|42949679335|
42949679371|2011-01-10T01:13:37.911+0000|31.200.151.101|Internet Explorer|no way!|7|1099511627782|37|42949679335|
42949679372|2011-01-10T18:36:13.518+0000|41.191.124.75|Chrome|About Arnaud Clément, Clément (born 17 December 1977) is a professional tennis player from.|91|4398046511186|97||42949679369
42949679373|2011-01-10T01:20:15.621+0000|31.24.35.54|Internet Explorer|About Lleyton Hewitt, winning the 2000 US . About Arnaud Clément, His best achieveme.|85|3298534883331|107|42949679335|
42949679374|2011-01-11T17:34:17.940+0000|31.169.35.155|Chrome|About Russia, world's largest forest reserves and its lakes contain approximately one.|86|4398046511186|107||42949679372
42949679375|2011-01-09T22:20:04.671+0000|77.72.58.89|Internet Explorer|no|2|2199023255633|14|42949679335|
42949679376|2011-01-10T03:22:01.928+0000|196.13.168.167|Safari|thx|3|2199023255593|44|42949679335|
42949679377|2011-01-10T06:19:14.161+0000|195.20.153.232|Chrome|ok|2|4398046511186|9||42949679373
42949679378|2011-01-10T01:34:24.317+0000|27.115.108.21|Internet Explorer|thx|3|2199023255633|1||42949679369
42949679379|2011-01-10T00:23:31.511+0000|186.1.51.11|Internet Explorer|I see|5|1099511627782|30||42949679369
42949679380|2011-01-11T17:38:16.645+0000|192.160.176.43|Internet Explorer|About Shirley Bassey, Diamonds Are Forever (1971), and Moonraker (1979) and is the only artist to record more than.|115|2199023255633|36||42949679374
42949679381|2011-01-10T11:24:01.335+0000|121.100.54.45|Internet Explorer|roflol|6|3298534883331|59||42949679369
42949679382|2011-01-11T22:16:54.079+0000|46.182.217.125|Internet Explorer|thx|3|3298534883350|89||42949679380
42949679383|2011-01-09T23:54:42.434+0000|49.156.2.10|Safari|great|5|2199023255593|27||42949679369
42949679384|2011-01-10T03:08:18.236+0000|46.134.190.180|Chrome|About Beck, of God (French: Becket o. About Croatia, whom are Croats, with the. A.|82|4398046511186|92||42949679369
120259090729|2012-08-03T22:25:54.250+0000|77.95.2.206|Chrome|no way!|7|10995116277851|46|120259090665|
120259090730|2012-08-03T21:43:30.466+0000|196.3.89.109|Firefox|no|2|14293651161168|11|120259090665|
120259090731|2012-08-04T07:32:18.852+0000|1.178.133.61|Internet Explorer|ok|2|10995116277764|62|120259090665|
120259090732|2012-08-04T03:04:13.615+0000|1.176.252.84|Safari|About Iran, and culture throughout the Iranian plateau. Early Iranian dynasties which re-asserted Iranian independence included the Tahirids, Saffarids. .|154|2199023255593|98|120259090665|
120259090733|2012-08-03T23:01:46.008+0000|111.223.255.186|Internet Explorer|I see|5|12094627905563|51|120259090665|
120259090734|2012-08-04T12:27:46.273+0000|61.4.76.65|Internet Explorer|right|5|2199023255633|65||120259090732
120259090735|2012-08-04T03:41:47.642+0000|202.3.130.53|Internet Explorer|About Luther Vandross, times. He won four Grammy Awards in 2004 including the Gr.|81|2199023255633|54||120259090732
120259090736|2012-08-04T05:35:37.282+0000|78.137.187.57|Internet Explorer|LOL|3|12094627905563|37|120259090665|
120259090737|2012-08-03T21:53:21.477+0000|203.143.6.88|Firefox|About Lleyton Hewitt, 1, who has a current A. About England, and southern part of the isl.|90|7696581394461|100|120259090665|
120259090738|2012-08-04T08:22:15.820+0000|62.38.138.244|Firefox|fine|4|8796093022217|78||120259090732
120259090739|2012-08-04T18:04:45.503+0000|125.212.176.148|Firefox|I see|5|9895604650037|58|120259090665|
120259090740|2012-08-03T23:31:08.813+0000|81.91.16.254|Firefox|About Lleyton Hewitt, of the 40 greatest t. About Ai Sugiyama, tennis player. She re.|85|14293651161168|105|120259090665|
120259090741|2012-08-03T21:54:10.074+0000|41.211.52.171|Chrome|About Taylor Swift, won two Grammy Awards for Best Country Song and Best Country Solo .|87|4398046511186|44||120259090737
120259090742|2012-08-04T00:23:29.732+0000|188.72.140.74|Safari|About Be Good to Me, States on December 26, 2006 and in South America in January 2007. T.|89|2199023255593|4||120259090741
120259090743|2012-08-04T00:24:45.549+0000|188.244.25.193|Firefox|LOL|3|7696581394474|86||120259090742
120259090744|2012-08-04T08:35:13.787+0000|85.94.136.204|Internet Explorer|duh|3|3298534883350|6||120259090735
120259090745|2012-08-04T17:46:31.070+0000|46.250.118.106|Firefox|roflol|6|5497558138908|106|120259090665|
120259090746|2012-08-04T03:31:19.261+0000|41.252.232.42|Firefox|About Lleyton Hewitt, in 34th place on i. About Busta Rhymes, called him one of t.|82|5497558138908|22||120259090737
42949679437|2011-01-15T08:05:02.628+0000|46.31.187.120|Internet Explorer|thx|3|3298534883350|32|42949679339|
42949679438|2011-01-15T12:36:35.298+0000|190.13.82.70|Chrome|roflol|6|4398046511186|34|42949679339|
42949679439|2011-01-15T09:13:36.295+0000|41.203.133.177|Safari|maybe|5|2199023255593|90|42949679339|
42949679440|2011-01-16T05:16:07.369+0000|62.119.191.74|Internet Explorer|About Sweden, SD-Kuriren. Since 2005 the paper has been printed in tabloid format, and approximately 28,000 copies have been published. In the 2010 general .|157|1099511627782|101|42949679339|
42949679441|2011-01-15T10:17:36.979+0000|114.198.235.216|Safari|no|2|2199023255593|54|42949679339|
42949679442|2011-01-16T03:47:52.683+0000|46.231.151.63|Safari|About Lleyton Hewitt, ever to be ranke. About Latvia, which is historicall. A.|78|2199023255593|77|42949679339|
42949679443|2011-01-16T04:41:31.033+0000|94.229.40.228|Internet Explorer|thx|3|3298534883350|42||42949679442
42949679444|2011-01-15T08:21:48.679+0000|200.9.191.76|Internet Explorer|good|4|1099511627782|30|42949679339|
42949679445|2011-01-16T15:02:10.783+0000|190.123.125.81|Chrome|duh|3|4398046511186|5||42949679442
42949679446|2011-01-15T08:58:05.694+0000|31.169.58.228|Internet Explorer|About Lleyton Hewitt, male ever to be r. About Cyprus, took place. Turkey used.|79|2199023255633|89|42949679339|
42949679447|2011-01-17T03:00:49.602+0000|196.46.78.127|Safari|About Giacomo Puccini, culture. Described by Encyclopædia Britannica Online a.|78|2199023255593|2||42949679440
42949679448|2011-01-16T05:51:03.000+0000|204.231.240.203|Internet Explorer|About Joan Crawford, death, Christina wrote . About Sweden, founded in 1988. SD describe.|89|1099511627782|37||42949679440
42949679449|2011-01-16T03:54:08.908+0000|41.210.224.253|Internet Explorer|About Arnaud Clément, 17 December 1977) is . About Latvia, southeast by Belarus (141 k.|87|2199023255633|2||42949679442
42949679450|2011-01-15T22:03:44.664+0000|41.138.143.225|Internet Explorer|fine|4|3298534883350|25||42949679446
42949679451|2011-01-16T11:22:51.777+0000|81.92.58.220|Safari|About Henry Mancini, score of famous films su. About Joan Crawford, of the highest paid wo.|91|2199023255593|78||42949679448
42949679452|2011-01-16T03:48:09.504+0000|200.58.73.206|Internet Explorer|About Lleyton Hewitt, and bac. About Martin Heidegger, proje. About Latvia, centur. About.|90|3298534883350|5||42949679442
42949679453|2011-01-17T03:33:44.874+0000|83.91.78.151|Chrome|thanks|6|4398046511186|10||42949679447
42949679454|2011-01-15T07:07:01.770+0000|77.95.3.1|Safari|About Lleyton Hewitt, professional tennis p. About Yevgeny Kafelnikov, Kafelnikov (bor.|87|2199023255593|46|42949679339|
42949679455|2011-01-16T11:45:53.344+0000|41.216.179.62|Internet Explorer|fine|4|1099511627782|68||42949679451
42949679456|2011-01-15T13:27:07.923+0000|41.217.250.97|Internet Explorer|duh|3|2199023255633|110|42949679339|
94489287009|2011-12-19T02:43:06.811+0000|41.188.46.171|Firefox|I see|5|9895604650037|84|94489286892|
94489287010|2011-12-19T01:37:19.040+0000|204.79.198.118|Safari|About Henry Kissinger, of Pr. About James Joyce, was an Ir. About Pete Sampras, world .|87|2199023255593|107|94489286892|
94489287011|2011-12-19T03:36:02.461+0000|41.76.136.24|Firefox|fine|4|5497558138908|73||94489287010
94489287012|2011-12-19T02:57:10.771+0000|124.108.54.2|Chrome|no way!|7|4398046511186|67||94489287010
94489287013|2011-12-19T01:35:39.139+0000|31.216.48.26|Firefox|yes|3|7696581394474|107|94489286892|
94489287014|2011-12-19T17:55:07.692+0000|111.92.242.228|Chrome|About Woodrow Wilso. About Rudy Giuliani. About Pete Sampras,. About Andre A.|77|9895604650036|67|94489286892|
94489287015|2011-12-19T07:53:53.153+0000|41.191.64.124|Internet Explorer|About Lleyton Hewitt, 2002 Wimbledo. About William the Conqueror, and wa. About Martin Luther King, Jr., the . About Andre Agassi, in history.|142|1099511627782|2|94489286892|
94489287016|2011-12-20T12:13:05.181+0000|88.218.109.142|Firefox|great|5|8796093022217|78||94489287014
94489287017|2011-12-19T09:10:45.455+0000|41.190.74.20|Safari|About Lleyton Hewitt, male . About Hilary Duff, achievin. About El Salvador, El Sa.|83|2199023255593|73|94489286892|
128849025386|2012-08-28T10:03:23.595+0000|141.136.38.166|Internet Explorer|fine|4|10995116277764|23|128849025261|
